nivel,id_ambito_geografico,ubigeo_departamento,nombre_departamento,ubigeo_provincia,nombre_provincia,actasContabilizadas,contabilizadas,totalActas,participacionCiudadana,actasEnviadasJee,enviadasJee,actasPendientesJee,pendientesJee,fechaActualizacion,idUbigeoDepartamento,idUbigeoProvincia,idUbigeoDistrito,idUbigeoDistritoElectoral,totalVotosEmitidos,totalVotosValidos,porcentajeVotosEmitidos,porcentajeVotosValidos,error
provincia,1,180000,Pasco,180200,Daniel Alcides Carrión,98.131,105,107,59.526,1.869,2,0.0,0,1777266000470,140000,140100,140101,15,17188,14028,100,100,
provincia,1,180000,Pasco,180300,Oxapampa,94.637,300,317,59.551,5.363,17,0.0,0,1777266000470,140000,140100,140101,15,52080,38546,100,100,
provincia,1,190000,Piura,190100,Piura,93.945,2048,2180,74.171,6.055,132,0.0,0,1777266000470,140000,140100,140101,15,476497,376593,100,100,
provincia,1,190000,Piura,190200,Ayabaca,88.571,341,385,42.202,11.429,44,0.0,0,1777266000470,140000,140100,140101,15,46084,33977,100,100,
provincia,1,190000,Piura,190300,Huancabamba,95.787,341,356,57.775,4.213,15,0.0,0,1777266000470,140000,140100,140101,15,57483,42260,100,100,
provincia,1,190000,Piura,190400,Morropón,97.614,491,503,71.289,2.386,12,0.0,0,1777266000470,140000,140100,140101,15,102207,74991,100,100,
provincia,1,190000,Piura,190500,Paita,95.429,334,350,76.629,4.571,16,0.0,0,1777266000470,140000,140100,140101,15,77974,59314,100,100,
provincia,1,190000,Piura,190600,Sullana,94.105,846,899,74.334,5.895,53,0.0,0,1777266000470,140000,140100,140101,15,194825,146471,100,100,
provincia,1,190000,Piura,190700,Talara,92.308,360,390,68.491,7.692,30,0.0,0,1777266000470,140000,140100,140101,15,77423,59796,100,100,
provincia,1,190000,Piura,190800,Sechura,93.578,204,218,75.396,6.422,14,0.0,0,1777266000470,140000,140100,140101,15,47275,36829,100,100,
provincia,1,200000,Puno,200100,Puno,99.844,638,639,81.477,0.156,1,0.0,0,1777266000470,140000,140100,140101,15,149328,129182,100,100,
provincia,1,200000,Puno,200200,Azángaro,97.305,361,371,79.23,2.695,10,0.0,0,1777266000470,140000,140100,140101,15,81607,68670,100,100,
provincia,1,200000,Puno,200300,Carabaya,94.737,180,190,70.119,5.263,10,0.0,0,1777266000470,140000,140100,140101,15,36176,29360,100,100,
provincia,1,200000,Puno,200400,Chucuito,100.0,228,228,76.775,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,48084,39148,100,100,
provincia,1,200000,Puno,200500,Huancané,98.058,202,206,78.143,1.942,4,0.0,0,1777266000470,140000,140100,140101,15,44833,36263,100,100,
provincia,1,200000,Puno,200600,Lampa,100.0,138,138,82.188,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,31649,27266,100,100,
provincia,1,200000,Puno,200700,Melgar,99.01,200,202,77.102,0.99,2,0.0,0,1777266000470,140000,140100,140101,15,43998,37549,100,100,
provincia,1,200000,Puno,200800,Sandia,99.415,170,171,68.859,0.585,1,0.0,0,1777266000470,140000,140100,140101,15,32327,25934,100,100,
provincia,1,200000,Puno,201000,Yunguyo,100.0,111,111,70.371,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,22430,16366,100,100,
provincia,1,200000,Puno,200900,San Román,99.486,774,778,84.262,0.514,4,0.0,0,1777266000470,140000,140100,140101,15,193263,171219,100,100,
provincia,1,200000,Puno,201100,San Antonio De Putina,97.701,85,87,79.942,2.299,2,0.0,0,1777266000470,140000,140100,140101,15,19696,16823,100,100,
provincia,1,200000,Puno,201200,El Collao,100.0,190,190,78.464,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,42304,34110,100,100,
provincia,1,200000,Puno,201300,Moho,96.512,83,86,67.349,3.488,3,0.0,0,1777266000470,140000,140100,140101,15,15699,12251,100,100,
provincia,1,210000,San Martín,210100,Moyobamba,94.723,359,379,70.713,5.277,20,0.0,0,1777266000470,140000,140100,140101,15,76948,56918,100,100,
provincia,1,210000,San Martín,210200,Huallaga,92.308,84,91,63.292,7.692,7,0.0,0,1777266000470,140000,140100,140101,15,16035,10777,100,100,
provincia,1,210000,San Martín,210300,Lamas,94.297,248,263,70.386,5.703,15,0.0,0,1777266000470,140000,140100,140101,15,51772,34091,100,100,
provincia,1,210000,San Martín,210400,Mariscal Cáceres,93.011,173,186,63.681,6.989,13,0.0,0,1777266000470,140000,140100,140101,15,34732,24313,100,100,
provincia,1,210000,San Martín,210500,Rioja,95.078,367,386,71.319,4.922,19,0.0,0,1777266000470,140000,140100,140101,15,79423,60675,100,100,
provincia,1,210000,San Martín,210700,Bellavista,91.908,159,173,62.734,8.092,14,0.0,0,1777266000470,140000,140100,140101,15,30439,21342,100,100,
provincia,1,210000,San Martín,210600,San Martín,92.857,533,574,71.806,7.143,41,0.0,0,1777266000470,140000,140100,140101,15,118921,93236,100,100,
provincia,1,210000,San Martín,210800,Tocache,94.421,220,233,65.654,5.579,13,0.0,0,1777266000470,140000,140100,140101,15,43587,31232,100,100,
provincia,1,210000,San Martín,210900,Picota,90.152,119,132,66.972,9.848,13,0.0,0,1777266000470,140000,140100,140101,15,24775,18166,100,100,
provincia,1,210000,San Martín,211000,El Dorado,94.017,110,117,70.294,5.983,7,0.0,0,1777266000470,140000,140100,140101,15,22830,14803,100,100,
provincia,1,220000,Tacna,220200,Tarata,96.552,28,29,72.287,3.448,1,0.0,0,1777266000470,140000,140100,140101,15,5702,4877,100,100,
provincia,1,220000,Tacna,220100,Tacna,98.942,935,945,81.933,1.058,10,0.0,0,1777266000470,140000,140100,140101,15,226577,201221,100,100,
provincia,1,220000,Tacna,220300,Jorge Basadre,93.023,40,43,75.315,6.977,3,0.0,0,1777266000470,140000,140100,140101,15,8778,7835,100,100,
provincia,1,220000,Tacna,220400,Candarave,91.667,22,24,63.151,8.333,2,0.0,0,1777266000470,140000,140100,140101,15,4125,3579,100,100,
provincia,1,230000,Tumbes,230100,Tumbes,91.475,397,434,71.896,8.525,37,0.0,0,1777266000470,140000,140100,140101,15,89843,70403,100,100,
provincia,1,230000,Tumbes,230200,Contralmirante Villar,88.525,54,61,68.795,11.475,7,0.0,0,1777266000470,140000,140100,140101,15,11764,9309,100,100,
provincia,1,240000,Callao,240100,Callao,96.204,2788,2898,75.142,3.796,110,0.0,0,1777266000470,140000,140100,140101,15,645450,557238,100,100,
provincia,1,250000,Ucayali,250100,Coronel Portillo,90.792,1055,1162,62.572,9.208,107,0.0,0,1777266000470,140000,140100,140101,15,212308,162638,100,100,
provincia,1,230000,Tumbes,230300,Zarumilla,89.051,122,137,68.236,10.949,15,0.0,0,1777266000470,140000,140100,140101,15,26786,20928,100,100,
provincia,1,250000,Ucayali,250200,Padre Abad,90.909,200,220,63.383,9.091,20,0.0,0,1777266000470,140000,140100,140101,15,39958,29034,100,100,
provincia,1,250000,Ucayali,250300,Atalaya,83.529,142,170,39.531,16.471,28,0.0,0,1777266000470,140000,140100,140101,15,19023,11689,100,100,
departamento,2,920000,América,,,90.51,1421,1570,26.844,9.49,149,0.0,0,1777266000470,140000,140100,140101,15,203395,147335,100,100,
departamento,2,910000,África,,,100.0,6,6,17.884,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,71,63,100,100,
departamento,2,930000,Asia,,,95.327,102,107,22.387,4.673,5,0.0,0,1777266000470,140000,140100,140101,15,9271,7501,100,100,
provincia,1,250000,Ucayali,250400,Purús,91.667,11,12,35.914,8.333,1,0.0,0,1777266000470,140000,140100,140101,15,1243,838,100,100,
departamento,2,940000,Europa,,,93.325,783,839,39.04,6.675,56,0.0,0,1777266000470,140000,140100,140101,15,157483,127049,100,100,
departamento,2,950000,Oceanía,,,76.19,16,21,23.251,23.81,5,0.0,0,1777266000470,140000,140100,140101,15,1841,1686,100,100,
provincia,2,910000,África,910300,República Árabe De Egipto,100.0,1,1,42.5,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,17,15,100,100,
provincia,2,910000,África,910400,Kenia,100.0,1,1,25.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,3,3,100,100,
provincia,2,910000,África,910100,Argelia,100.0,1,1,34.483,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,10,9,100,100,
provincia,2,910000,África,910500,Marruecos,100.0,1,1,18.644,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,11,9,100,100,
provincia,2,910000,África,910600,Sudáfrica,100.0,1,1,12.346,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,30,27,100,100,
provincia,2,920000,América,920100,Antillas Holandesas,100.0,2,2,45.412,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,386,269,100,100,
provincia,2,920000,América,920400,Bolivia,100.0,22,22,57.053,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,5695,4072,100,100,
provincia,2,920000,América,920200,Argentina,89.967,269,299,35.385,10.033,30,0.0,0,1777266000470,140000,140100,140101,15,51624,31134,100,100,
provincia,2,910000,África,911200,Ghana,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,920000,América,920500,Brasil,93.182,41,44,31.39,6.818,3,0.0,0,1777266000470,140000,140100,140101,15,6131,4702,100,100,
provincia,2,920000,América,920600,Canadá,98.077,51,52,35.437,1.923,1,0.0,0,1777266000470,140000,140100,140101,15,8553,7550,100,100,
provincia,2,920000,América,920700,Colombia,94.118,16,17,34.894,5.882,1,0.0,0,1777266000470,140000,140100,140101,15,2146,1677,100,100,
provincia,2,920000,América,920800,Costa Rica,100.0,7,7,42.678,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,1393,1206,100,100,
provincia,2,920000,América,920900,Cuba,100.0,1,1,10.949,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,15,11,100,100,
provincia,2,920000,América,921000,Chile,83.274,234,281,38.264,16.726,47,0.0,0,1777266000470,140000,140100,140101,15,52800,34238,100,100,
provincia,2,920000,América,921100,Ecuador,93.75,15,16,42.596,6.25,1,0.0,0,1777266000470,140000,140100,140101,15,2977,1742,100,100,
provincia,2,920000,América,921200,El Salvador,100.0,1,1,43.86,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,75,57,100,100,
provincia,2,920000,América,921300,Estados Unidos De Ámerica,91.722,687,749,17.787,8.278,62,0.0,0,1777266000470,140000,140100,140101,15,65515,55657,100,100,
provincia,2,920000,América,921500,Guatemala,100.0,2,2,41.459,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,216,197,100,100,
provincia,2,920000,América,921700,Honduras,100.0,1,1,23.077,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,63,59,100,100,
provincia,2,920000,América,921900,México,92.857,13,14,24.761,7.143,1,0.0,0,1777266000470,140000,140100,140101,15,1606,1460,100,100,
provincia,2,920000,América,922100,Panamá,90.0,9,10,37.542,10.0,1,0.0,0,1777266000470,140000,140100,140101,15,1344,1017,100,100,
provincia,2,920000,América,922000,Nicaragua,100.0,1,1,38.378,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,71,56,100,100,
provincia,2,920000,América,922200,Paraguay,100.0,4,4,43.285,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,780,584,100,100,
provincia,2,920000,América,922300,Puerto Rico,100.0,2,2,32.885,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,269,238,100,100,
provincia,2,920000,América,922400,República Dominicana,75.0,3,4,35.832,25.0,1,0.0,0,1777266000470,140000,140100,140101,15,502,433,100,100,
provincia,2,920000,América,922700,Uruguay,100.0,4,4,54.918,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,1072,842,100,100,
provincia,2,920000,América,922600,Trinidad Y Tobago,100.0,1,1,11.828,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,11,11,100,100,
provincia,2,920000,América,922800,Venezuela,100.0,34,34,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,920000,América,923000,Guayana Francesa,50.0,1,2,23.52,50.0,1,0.0,0,1777266000470,140000,140100,140101,15,151,123,100,100,
provincia,2,930000,Asia,930100,Republica De Corea,100.0,1,1,32.454,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,123,111,100,100,
provincia,2,930000,Asia,930400,India,100.0,1,1,11.957,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,11,10,100,100,
provincia,2,930000,Asia,930200,República Popular China,100.0,4,4,20.888,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,174,141,100,100,
provincia,2,930000,Asia,930600,Israel,100.0,4,4,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,930700,Japón,93.827,76,81,23.412,6.173,5,0.0,0,1777266000470,140000,140100,140101,15,8817,7104,100,100,
provincia,2,930000,Asia,930800,Líbano,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,931100,Indonesia,100.0,1,1,45.455,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,10,10,100,100,
provincia,2,930000,Asia,931000,Tailandia,100.0,1,1,36.957,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,34,33,100,100,
provincia,2,930000,Asia,931300,Jordania,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,931500,Turquía,100.0,2,2,45.055,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,41,35,100,100,
provincia,2,930000,Asia,931900,Arabia Saudita,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,932400,Irán,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,932000,Vietnam,100.0,1,1,29.412,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,5,5,100,100,
provincia,2,930000,Asia,932500,Singapur,100.0,1,1,33.654,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,35,34,100,100,
provincia,2,930000,Asia,932800,Kuwait,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,933700,Emiratos Árabes Unidos,100.0,2,2,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,933200,Filipinas,100.0,1,1,26.531,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,13,11,100,100,
provincia,2,930000,Asia,933800,Catar,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,933000,Malasia,100.0,1,1,34.783,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,8,7,100,100,
provincia,2,940000,Europa,940200,Alemania,89.655,26,29,29.085,10.345,3,0.0,0,1777266000470,140000,140100,140101,15,3918,3514,100,100,
provincia,2,940000,Europa,940300,Austria,100.0,3,3,32.993,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,388,341,100,100,
provincia,2,940000,Europa,940600,República Checa,100.0,1,1,42.294,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,118,107,100,100,
provincia,2,940000,Europa,940400,Bélgica,100.0,10,10,46.72,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,1873,1523,100,100,
provincia,2,940000,Europa,940800,Dinamarca,100.0,2,2,28.889,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,195,177,100,100,
provincia,2,940000,Europa,940900,España,91.928,410,446,36.655,8.072,36,0.0,0,1777266000470,140000,140100,140101,15,80474,65012,100,100,
provincia,2,940000,Europa,941000,Finlandia,100.0,1,1,25.272,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,116,104,100,100,
provincia,2,940000,Europa,941100,Francia,100.0,31,31,37.784,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,5368,4461,100,100,
provincia,2,940000,Europa,941300,Grecia,100.0,1,1,14.286,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,47,36,100,100,
provincia,2,940000,Europa,941400,Holanda,100.0,6,6,37.608,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,959,892,100,100,
provincia,2,940000,Europa,941200,Gran Bretaña,92.308,12,13,25.498,7.692,1,0.0,0,1777266000470,140000,140100,140101,15,1601,1415,100,100,
provincia,2,940000,Europa,941500,Hungría,100.0,1,1,33.851,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,109,101,100,100,
provincia,2,940000,Europa,941800,Irlanda,100.0,1,1,28.097,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,93,85,100,100,
provincia,2,940000,Europa,941700,Italia,93.625,235,251,46.393,6.375,16,0.0,0,1777266000470,140000,140100,140101,15,57151,45018,100,100,
provincia,2,940000,Europa,942000,Gran Ducado De Luxemburgo,100.0,1,1,51.412,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,182,145,100,100,
provincia,2,940000,Europa,942100,Malta,100.0,1,1,45.946,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,17,17,100,100,
provincia,2,940000,Europa,942400,Polonia,100.0,1,1,25.917,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,106,97,100,100,
provincia,2,940000,Europa,942300,Noruega,100.0,2,2,29.026,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,155,143,100,100,
provincia,2,940000,Europa,942500,Portugal,100.0,2,2,34.726,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,241,221,100,100,
provincia,2,940000,Europa,942600,Rumanía,100.0,2,2,34.483,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,50,45,100,100,
provincia,2,940000,Europa,942700,Suecia,100.0,9,9,32.165,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,1321,1115,100,100,
provincia,2,940000,Europa,943600,Bielorrusia,100.0,1,1,56.667,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,17,17,100,100,
provincia,2,940000,Europa,942800,Suiza,100.0,19,19,28.7,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,2688,2247,100,100,
provincia,2,940000,Europa,942900,Rusia,100.0,3,3,26.101,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,166,136,100,100,
provincia,2,940000,Europa,943700,Macedonia,100.0,1,1,0.0,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,0,0,0,0,
provincia,2,940000,Europa,944200,Principado De Andorra,100.0,1,1,52.632,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,130,80,100,100,
provincia,2,950000,Oceanía,950200,Nueva Zelanda,100.0,3,3,29.845,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,251,229,100,100,
provincia,2,950000,Oceanía,950100,Australia,72.222,13,18,22.467,27.778,5,0.0,0,1777266000470,140000,140100,140101,15,1590,1457,100,100,
