ubigeo,ambito,nombre,provincia,departamento,razon,actas_pct,donor_ubigeo,donor_nombre,scope
010103,1,Balsas,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010403+060304+010110,Cocabamba+Huasmín+Leimebamba,"centroide (24.7 km, 24.8 km, 27.8 km)"
010106,1,Chuquibamba,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010110+010115+010113,Leimebamba+Montevideo+Mariscal Castilla,"centroide (25.9 km, 35.7 km, 38.2 km)"
010107,1,Granada,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010116+010102+010114,Olleros+Asunción+Molinopampa,"centroide (10.6 km, 12.3 km, 12.3 km)"
010117,1,Quinjalca,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010105+010102+010116,Chiliquin+Asunción+Olleros,"centroide (6.7 km, 7.5 km, 7.5 km)"
010603,1,El Cenepa,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+061106+010202,Imaza+San José De Lourdes+Aramango,"centroide (80.0 km, 110.4 km, 111.2 km)"
010601,1,Nieva,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+010202+060810,Imaza+Aramango+Santa Rosa,"centroide (79.0 km, 111.5 km, 121.7 km)"
010602,1,Río Santiago,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+010202+061106,Imaza+Aramango+San José De Lourdes,"centroide (140.4 km, 172.9 km, 175.9 km)"
010402,1,Camporredondo,Luya,Amazonas,0% actas contabilizadas,0.0,010413+010405+010410,Ocumal+Conila+Luya Viejo,"centroide (14.3 km, 20.6 km, 27.7 km)"
010412,1,Ocalli,Luya,Amazonas,0% actas contabilizadas,0.0,010413+010405+010410,Ocumal+Conila+Luya Viejo,"centroide (8.1 km, 16.2 km, 23.4 km)"
010423,1,Providencia,Luya,Amazonas,0% actas contabilizadas,0.0,010413+010405+010414,Ocumal+Conila+Pisuquia,"centroide (3.7 km, 18.8 km, 23.9 km)"
010416,1,San Francisco Del Yeso,Luya,Amazonas,0% actas contabilizadas,0.0,010115+010113+010110,Montevideo+Mariscal Castilla+Leimebamba,"centroide (3.4 km, 5.8 km, 6.8 km)"
010503,1,Chirimoto,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010507+010511+010510,Milpucc+Totora+Santa Rosa,"centroide (2.7 km, 4.6 km, 7.8 km)"
010502,1,Cochamal,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (9.2 km, 15.3 km, 15.8 km)"
010504,1,Huambo,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (6.1 km, 9.3 km, 10.0 km)"
010505,1,Limabamba,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010511+010510+010507,Totora+Santa Rosa+Milpucc,"centroide (3.1 km, 6.9 km, 6.9 km)"
010506,1,Longar,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (4.7 km, 12.6 km, 14.5 km)"
010501,1,San Nicolás,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (2.7 km, 7.1 km, 10.9 km)"
010705,1,Jamalca,Utcubamba,Amazonas,0% actas contabilizadas,0.0,010702+010701+010309,Cajaruro+Bagua Grande+Shipasbamba,"centroide (27.3 km, 27.5 km, 28.5 km)"
010706,1,Lonya Grande,Utcubamba,Amazonas,0% actas contabilizadas,0.0,010707+060503+060505,Yamon+Cujillo+La Ramada,"centroide (12.8 km, 16.8 km, 24.3 km)"
020205,1,Huacllan,Aija,Áncash,0% actas contabilizadas,0.0,020208+020203+020201,Succha+Coris+Aija,"centroide (3.9 km, 5.4 km, 7.4 km)"
020325,1,Huallanca,Bolognesi,Áncash,0% actas contabilizadas,0.0,090301+090317+090322,La Unión+Ripán+Sillapata,"centroide (16.6 km, 17.1 km, 24.2 km)"
020324,1,La Primavera,Bolognesi,Áncash,0% actas contabilizadas,0.0,020302+020322+020317,Abelardo Pardo Lezameta+Canis+San Miguel De Corpanqui,"centroide (4.7 km, 4.8 km, 9.8 km)"
020313,1,Mangas,Bolognesi,Áncash,0% actas contabilizadas,0.0,020322+020302+020317,Canis+Abelardo Pardo Lezameta+San Miguel De Corpanqui,"centroide (7.9 km, 9.1 km, 14.1 km)"
020405,1,Ataquero,Carhuaz,Áncash,0% actas contabilizadas,0.0,021502+021507+020401,Cascapara+Shupluy+Carhuaz,"centroide (4.9 km, 5.0 km, 5.4 km)"
020410,1,Tinco,Carhuaz,Áncash,0% actas contabilizadas,0.0,020401+020403+021507,Carhuaz+Amashca+Shupluy,"centroide (3.6 km, 4.9 km, 6.3 km)"
020103,1,Cochabamba,Huaraz,Áncash,0% actas contabilizadas,0.0,020110+020505+020111,Pariacoto+Yautan+Pira,"centroide (7.9 km, 15.1 km, 19.2 km)"
020104,1,Colcabamba,Huaraz,Áncash,0% actas contabilizadas,0.0,020110+020111+020505,Pariacoto+Pira+Yautan,"centroide (9.8 km, 11.2 km, 22.6 km)"
020105,1,Huanchay,Huaraz,Áncash,0% actas contabilizadas,0.0,020203+020110+020111,Coris+Pariacoto+Pira,"centroide (15.3 km, 19.9 km, 20.0 km)"
020107,1,La Libertad,Huaraz,Áncash,0% actas contabilizadas,0.0,020111+020206+020110,Pira+La Merced+Pariacoto,"centroide (6.9 km, 17.8 km, 18.3 km)"
020109,1,Pampas Grande,Huaraz,Áncash,0% actas contabilizadas,0.0,020110+020111+020203,Pariacoto+Pira+Coris,"centroide (12.8 km, 15.4 km, 21.8 km)"
022002,1,Cajamarquilla,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020317+020302,Canis+San Miguel De Corpanqui+Abelardo Pardo Lezameta,"centroide (3.7 km, 7.7 km, 8.4 km)"
022005,1,Congas,Ocros,Áncash,0% actas contabilizadas,0.0,022009+020310+022001,San Pedro+Huayllacayan+Acas,"centroide (6.2 km, 10.3 km, 18.3 km)"
