ubigeo,ambito,nombre,provincia,departamento,razon,actas_pct,donor_ubigeo,donor_nombre,scope
910101,2,Argel,Argelia,África,0% actas contabilizadas,0.0,PERFIL_GLOBAL_EXTRANJERO,,perfil global extranjero
911201,2,Acra,Ghana,África,0% actas contabilizadas,0.0,PERFIL_GLOBAL_EXTRANJERO,,perfil global extranjero
910502,2,Rabat,Marruecos,África,0% actas contabilizadas,0.0,PERFIL_GLOBAL_EXTRANJERO,,perfil global extranjero
910302,2,El Cairo,República Árabe De Egipto,África,0% actas contabilizadas,0.0,PERFIL_GLOBAL_EXTRANJERO,,perfil global extranjero
910401,2,Nairobi,Kenia,África,0% actas contabilizadas,0.0,PERFIL_GLOBAL_EXTRANJERO,,perfil global extranjero
910603,2,Pretoria,Sudáfrica,África,0% actas contabilizadas,0.0,PERFIL_GLOBAL_EXTRANJERO,,perfil global extranjero
920101,2,Aruba,Antillas Holandesas,América,0% actas contabilizadas,0.0,920203,Córdoba,departamento
920202,2,Buenos Aires,Argentina,América,0% actas contabilizadas,0.0,920203,Córdoba,provincia
920204,2,Corrientes,Argentina,América,0% actas contabilizadas,0.0,920205,La Plata,provincia
920224,2,Catamarca,Argentina,América,0% actas contabilizadas,0.0,920219,San Luis,provincia
920226,2,La Rioja,Argentina,América,0% actas contabilizadas,0.0,920219,San Luis,provincia
920207,2,Rosario De Santa Fe,Argentina,América,0% actas contabilizadas,0.0,920206,Mendoza,provincia
920208,2,Salta,Argentina,América,0% actas contabilizadas,0.0,920206,Mendoza,provincia
920210,2,San Juan,Argentina,América,0% actas contabilizadas,0.0,920206,Mendoza,provincia
920403,2,La Paz,Bolivia,América,0% actas contabilizadas,0.0,920405,Santa Cruz,provincia
920502,2,Belo Horizonte,Brasil,América,0% actas contabilizadas,0.0,920505,Manaos,provincia
920503,2,Brasilia,Brasil,América,0% actas contabilizadas,0.0,920505,Manaos,provincia
920536,2,Fortaleza,Brasil,América,0% actas contabilizadas,0.0,920509,Río De Janeiro,provincia
920506,2,Porto Alegre,Brasil,América,0% actas contabilizadas,0.0,920505,Manaos,provincia
920510,2,Sao Paulo,Brasil,América,0% actas contabilizadas,0.0,920509,Río De Janeiro,provincia
920511,2,Salvador,Brasil,América,0% actas contabilizadas,0.0,920509,Río De Janeiro,provincia
920608,2,Alberta,Canadá,América,0% actas contabilizadas,0.0,920603,Toronto,provincia
920601,2,Montreal,Canadá,América,0% actas contabilizadas,0.0,920602,Ottawa,provincia
921001,2,Antofagasta,Chile,América,0% actas contabilizadas,0.0,921002,Arica,provincia
920604,2,Vancouver,Canadá,América,0% actas contabilizadas,0.0,920603,Toronto,provincia
921003,2,Concepción,Chile,América,0% actas contabilizadas,0.0,921002,Arica,provincia
920504,2,Curitiba,Brasil,América,0% actas contabilizadas,0.0,920505,Manaos,provincia
921006,2,Santiago,Chile,América,0% actas contabilizadas,0.0,921005,Iquique,provincia
921007,2,Valparaiso,Chile,América,0% actas contabilizadas,0.0,921005,Iquique,provincia
920701,2,Barranquilla,Colombia,América,0% actas contabilizadas,0.0,920702,Bogotá,provincia
920532,2,Goiania,Brasil,América,0% actas contabilizadas,0.0,920509,Río De Janeiro,provincia
921026,2,Copiapó,Chile,América,0% actas contabilizadas,0.0,921005,Iquique,provincia
920703,2,Cali,Colombia,América,0% actas contabilizadas,0.0,920702,Bogotá,provincia
921110,2,Azuay,Ecuador,América,0% actas contabilizadas,0.0,921105,Quito,provincia
920717,2,Pasto,Colombia,América,0% actas contabilizadas,0.0,920709,Bucaramanga,provincia
